Soruce,Abstract
w,"Digital humanities are unfamiliar words in Taiwan. With the popularity of digital technology and mobile computing, Digital Human Geography in both theory and practice have emerged many new potentials and development opportunities. However, the research field regarding digital human geography can cover many areas, such as: mobile augmented reality, local media and service design, urban space interaction, virtual mixed space, space humanistic experience, historical materials reproduction, creativity of digital local sense, cultural narrative and art experience, local action games, mobile learning, and location-related business applications etc. This study aims to transfer information to specific groups through a simple and straightforward manner. With digital technology in combination with humane digital contents, people under the scenario of interactive interface are allowed to apply geographic information system (GIS) and geo-fencing program to convert data into visual images and through today's Infographics to clearly use visual design characteristics in content presentation. Therefore, our study was to develop a new App, called Ai Guang Zhan. People can use Ai Guang Zhan App to integrate all exhibition related services. The App can be downloaded from smartphone or tablet PC for users to search in any time the arts and cultural activities and public facilities in the nearest place and receive instant mobile navigation services among various cultural and creative parks. To understand the preference and satisfaction by the people who use the UI interface for the APP designed from the study, a random questionnaire survey will be conducted in Huashan Cultural and Creative Industry Park and Songshan Cultural and Creative Park. The survey results will be used as reference for function improvement of next APP version. The primary purpose of this research is to propose a model for the development of applications, as well as methods for a clearer and easier visual presentation of information to be used as a reference for practitioners or application designers. The application, developed by the study through the proposed processes, was found to be effective; the developed application could be utilized as a new and useful tool to facilitate the utilization of academic and cultural resources. Additionally, users' specific comments and suggestions collected by the study could be adopted as a reference for future application development. The application developed by this study was found to serve effectively as a method to promote the development of art and cultural activities of all sizes in various regions, and stimulate the exchange of arts and humanities between urban and rural areas. Furthermore, the application has the ability to attract younger people to participate in art and cultural activities, find their own interests, and explore more corresponding activities with its assistance. Future applications associated to art and cultural activities are suggested to effectively integrate AR, GIS, and visual design (such as Infographics) technologies, and thereby offer users more diversified, convenient, and useful functions. Restricted by the resources of labor and limited time, the functional design and development of the application still requires improvement. Specifically, the combination of AR technology and information presentation of art and cultural activities, as well as the calculation of relative distance and travel time were not presented effectively. The next step of the project would involve revising the content and functionalities of the application based on users' feedback collected by this study, reviewing the acceptance of market responses of the application, and seeking a development company or foundation for technology transfer. Moreover, we intend to combine more technologies such as diversified cross-platform functions, visualized design of information, and interactive devices to further improve the application, and thereby stimulate social, human, and geographical interactions."
w,"The primary purpose of this review is to answer three research questions: 1) What are the most popular features of physical activity (PA) tracking and recording mobile applications (apps); 2) what features drive the app cost, peak rank, or gross sales; and 3) to what extent are evidence-based weight loss recommendations used in PA apps? Two hundred top grossing iOS health care and fitness apps were screened using a systematic review method. Fifty-five apps met the criteria as PA tracking and recording apps. Nearly half of these iOS PA apps are also -available in Android. Two separate reviewers evaluated each PA app using 48 features. The top three most popular features are the use of behavioral strategies, use of the FITT Principles -(frequency, -intensity, time, type), and the use of the Principles for Physical Fitness. Free apps contain a mean of nine of the ten most popular features in paid apps, making them good bargains in PA -promotion. Better peak rank is associated with the use of Fitness Principles, weight loss goal setting, or training videos. Ten PA apps met at least four of eight of the American College of Sports Medicine (ACSM) recommendations for weight loss and prevention of weight regain for adults. The least popular features were PA safety and workouts for special need populations. Implications for obesity treatment are discussed in relationship to individual end-users, health care providers, and app developers. Because current PA apps still lack validity and compliance to standards for PA safety and data security, medical consultation for weight loss is recommended. The quality of PA apps on the market will improve through innovative support from the government, industry, and academia. The future of PA apps is bright, especially with the potential of using emerging technologies that involve low-cost wearable sensors, global information systems, and immersive technology such as virtual worlds and virtual reality."
w,"Rural tourism plays an important role in advancing the rural economy but faces unexpected risks and challenges such as the deterioration of operational performance. Information and communications technologies (ICT) - such as digital payment platforms, online booking systems, social media marketing, and virtual reality tours - become pervasive in the tourism industry during the current digital era. However, little empirical evidence has been presented about how such technologies impact rural tourism and if rural tourism resilience gets enhanced with the support of ICT in China. This study addresses this research gap by analyzing a sample of 20,716 rural tourism operators from the Third National Agricultural Census of 2016 in Beijing, which is a major urban center in China with a substantial market for rural tourism products and services. With the aid of a treatment effect model (TEM), the research results show that ICT can be an effective way to promote the rural tourism industry through mitigating business difficulties and risks and therefore to enhance the resilience of rural tourism. Our study shows that ICT plays an important and positive role in promoting tourism sales externally and enhancing management internally. The heterogeneity of the operator's organization type and human capital also makes a difference. The sample data robustly show that ICT can effectively alleviate scale discrimination and support low education level bias, which is conducive to small-scaled business households and has also increased the resilience of those operators who are at a disadvantaged position in the industry."
w,"current source space communication architecture has not changed. At present, the key technology of so-called metaverse media only applies its elements to existing communication architectures, and more importantly, this type of integration involves individual examples and promotional marketing methods. How to become a new growth point for the deep collaborative development of metaverse media requires strengthened research and exploration. Although AI analysis technology is powerful, its sensitivity, accuracy and adaptability could be more satisfactory due to the complexity of real-world scenarios. Given the shortcomings of existing research, we designed a video analysis system in the metaverse environment, combining virtual reality and artificial intelligence, with video perception, network, and information technology as the medium and big data as the technical support to build a full intelligence Video analysis system. The system is based on the YOLOv3 model, combined with the actual video scene, and analyzes according to the video's human behavior and environmental changes. Experiments show that the system has obvious advantages in the accuracy and recall rate of video analysis and detection, the system detection performance is significantly improved, and the video target analysis and detection of complex scenes are realized."
w,"The Digital Twin (DT) is one of the most promising technologies in the digital transformation market. A digital twin is a virtual copy of a physical system that emulates its behaviour to predict failures and opportunities for change, prescribe actions in real-time, and optimise and/or mitigate unexpected events. Modelling the virtual copy of a physical system is a rather complex task and requires the availability of a large amount of information and a set of accurate models that adequately represent the reality to model. At present, the modelling depends on the specific use case. Hence, the need to design a modelling solution suitable for virtual reality modelling in the context of a digital twin. The paper proposes a new approach to design a DT by endeavouring the concept of modelling patterns and their invariance property. Modelling patterns are here thought of as data-driven, as they can be derived autonomously from data using a specific approach devised to reach an invariance feature, to allow these to be used (and re-used) in modelling situations and/or problems with any given degree of similarity. The potentialities of invariance modelling patterns are proved here by the grace of a real industrial application, where a dedicated DT has been built using the approach proposed here."
w,"In China's modern market economy under the rapid development of the general situation, we work more and more problems, and work pressure is also increasing. The so-called office space refers to the space layout, style, and the physical and psychological division of the space. Office space must take into account many factors, involving technology, technology, humanities, aesthetics, and other elements, while the office space is the space where people work and relax. In recent years, as people's requirements for the work environment are increasingly high, therefore, the design of the office space is also more and more attention to people. The concept of soft furnishing design into the work space will help improve the overall corporate and office space design of cultural taste which is one of the main methods to show the quality and human connotation of the enterprise. The three-dimensional reconstruction refers to the creation of a mathematical model suitable for computer display and processing of three-dimensional space objects. It is an important basic tool for data processing, computing, and researching the performance of mathematical models in the computer environment, which can be applied in various fields such as autonomous navigation of mobile robots, aviation and remote sensing computing, industrial monitoring information system, medical imaging, and virtual reality. The 3D environment reconstruction technology has become one of the popular research areas in computer vision and increasingly attracts the attention of design practitioners. This paper takes the 3D environment reconstruction technology of office space soft decoration design as the basis and discusses the important elements and modeling ideas in soft decoration design, which adds to the interior design of office space, and uses Kinect to obtain the depth data in the 3D environment, so as to complete the realistic 3D reproduction of the interior environment based on computer vision technology."
w,"Purpose - Despite the perceived benefits of implementing virtual reality (VR) training in elite sport, arguably the most important element - the perceptions of practitioners - has been largely understudied. Therefore, the present study aims to explore practitioners' perceptions of VR training in elite football and baseball, with a focus on the important factors, obstacles, perceived knowledge and practical use of the technology. Design/methodology/approach - A quantitative approach measuring practitioner perceptions via an online questionnaire was adopted. Football respondents (n = 25) represented practitioners from major football leagues across the world, and baseball respondents (n = 15) represented practitioners from Major League Baseball. Findings - Both football and baseball respondents reported that the most important factor for implementation of VR training was improvement in on-field performance (technical and tactical); whilst cost was viewed as the biggest obstacle. Both football and baseball respondents also noted that the most likely group to receive VR training would be injured and rehabilitating athletes. Mann-Whitney U tests revealed that football respondents perceived coach (p = 0.02) and executive approval (p < 0.001) as significantly greater obstacles than baseball respondents. Originality/value - This research provides novel and invaluable information for stakeholders within VR regarding what the elite organisations of different sports perceive as the most important factors for implementation, as well as greatest obstacles preventing use. This information should guide future development and marketing of VR training systems in sport."
w,"During an Information Architecture course at our university, students designed and created a system of e-health environments as a set of an e-health promotion services developed for a library and prepared in MaxWhere 3D virtual reality spaces. They had to define the goals of their environments, the target groups, they had to organize the pieces of information for having an impact on their future users. During the design process, they had to use their knowledge about marketing, psychology, information architecture and library and information science. Here we present three environments that were designed for using them in an imaginary library in 2025. One of them could be applied in the library of the Institute of Sport Science as well as of the Faculty of Public Health. This huge environment contains various topics in this area. The student applied many media types, online services and designed applications that probably will exist in the near future. An important point of view was to provide useful, important, reliable and up-to-date information for the users of the target group. The overall goal of the research was to develop some cognitive skills of the students: inventive and innovative thinking. In this paper, we demonstrate some results of this research: the design and development of the e-Health Promotion VR service."
w,"Due to the growth in the amount and types of information that surrounds us, it is important to explore other areas and ideas and ways to interact with information. Haptic systems with their tactile, kinesthetic and motor capabilities, together with the associated cognitive processes, present a bidirectional channel of information to our brain. This channel provides a way to interact with the information with which a large number of applications can be generated. Haptics covers many disciplines; Therefore, a wide variety of applications is generated that includes those areas of human needs such as products, manufacturing, education, health, among others. For teleoperation and virtual reality applications, force feedback is important for the user, since due to this it can improve the interaction between the user's real environment and the virtual environment. For this reason, the human hand is capable of obtaining information while executing complex tasks. This has a variety of functions among the most important are the sensory and motor functions. That is why there is an interest in creating a haptic device for the hand. Haptic research and technology have created and evaluated different prototypes with their characteristics and capabilities for the use of virtual environments, some of which are currently marketed. In this way, different applications of this technology have been made in areas such as: graphical interface, medicine, games, engineering, telerobotics, simulators and medical rehabilitators. Focusing on the haptic interface for the upper limbs with force feedback, the process of integrating exoskeletons and haptic interface is a great advance to be able to transmit force to the joints of the hand. Traditional methods for the rehabilitation of patients with motor disabilities in the upper limbs are slow, costly and in many cases ineffective, considerably reducing their quality of life. Therefore, it seeks to develop a low-cost haptic force feedback technology with its three main elements: a haptic device, a computer where a virtual environment (interface) is generated, and a human operator that closes the loop, which complements the recovery of these patients and thus achieve better results. Previous studies that integrate 3D printing technologies, virtual reality (VR), microcontrollers and actuation through tensors demonstrate the successful development of different prototypes with similar characteristics, although most of them are expensive. For the development of the prototype, the V methodology was used, performing instrumentation, interface- prototype connection and force feedback tests. The integration of these subsystems after the tests, result in a final prototype of the haptic glove for two fingers ( index and middle) of the right hand, managing to generate feedback forces on the user based on the information provided by the interface, complying with the characteristics of being a functional and low-cost glove."
w,"In the past decade during IEEE sponsored professional meetings(2),(3) the theme of Global Health Transformation through true Interoperability was brought to the forefront in the inaugural keynotes. Some technologies that started with the monitoring of hemodynamic variables of astronauts by NASA in the 60s were further developed by the Department of Defense for the purposes of treating their injured in the battlefield via Telemedicine. By August 511, 1997 President Clinton signed the first piece of legislation that was allowing the concepts of homecare to be tried to measure cost and medical effectiveness. With the development of Internet, the World Wide Web (WWW), social media, intelligent agents, mobile technology, sensors, and pieces of clothing containing them a new generation of devices have been created offering new possibilities for improvements particularly in areas such assist of living (for those suffering from chronic conditions), and homecare in general. The use of wearable computing in general and the use of augmented reality in the developed world in particular offer some unique opportunities to improve outcomes. In the 21(st) Century and as the Health Care and Public Health infrastructure intersect deeper into the many Information Technology (IT) subfields, abundant and formidable changes can occur that will allow society to shift current systems into some where wellness and disease prevention will be the focus. Many changes can affect positively medical and cost effective outcomes as well as the elimination of medical errors and patient safety for example. In these arenas, with the convergence of science, technology and with Information Technology acting as a catalyst for change, health care systems around the world are slowly shifting from -hospital based ones into distributed systems that include: hospitals, clinics, homecare systems with treatment and management of chronic diseases for the elderly via Internet, etc. In order to achieve such visions, multiple efforts have been tried for creating electronic health record as well as the information highway for their use. In the US the health system is very scattered and most hospital systems do not contain for example mental health, dental health and or vaccine registry information. On one hand through major medical research the emergence of clinical and health data repositories or Intelligent Data Warehouses that not only include traditional clinical data, but also advanced imaging, molecular medicine, tissue micro-array analysis and other bioinformatics information is available. These increasingly multi-modality data warehouses are constantly updated, continuously expanded and populated with millions of records. Although these repositories of electronic information can be leveraged not only to improve point of care clinical decision-making for individual patients, they can also support population health chronic and infectious disease analytics (i.e., epidemiology and surveillance), cost efficient multi-center (e.g., and multi-country) clinical trials, and comprehensive post-market pharmaco-vigilance. On the other hand the integration of healthcare and public health is a major concern as well. Globalization (i.e., the interdependencies that each country has with many others) for example has raised the sense of awareness through the information highway. In 2004 the total production of flu vaccines coming to the US from the UK's Chiron had to be thrown away (approximately in the range of 42 to 44 million vaccines). During and since 2007 the US public has learnt through successive media stories related to: the death of pets due to food-import contamination, children's toys imports containing lead paint, food contamination, drug contamination, drug ingredients contaminated, etc. During 2008 we heard about: People getting very sick from fish containing the ciguatera toxin and Tab / drinking water containing about 36 different medications, e.g., antibiotics, antidepressants, etc. As the northern hemisphere prepared for the second wave of the 2009 H1N1 Flu Pandemic (which was expected to start around October 2009) all nations could have benefited by having epidemiology and surveillance data from all southern hemisphere nations available for the production of more accurate vaccines. In 2011 the European Union had to cut back in their consumption of vegetables and fruit because of an e-coli outbreak. Simultaneously the food from Asia in sonic cases was contaminated with radiation from the nuclear disaster caused by the combination of earthquake / tsunami at the Fukushima site. In South America the eruption of the volcano Puyehue in Chile closed all the airports in Uruguay, Argentina, Paraguay and the south of Brazil. All of these events resulted in major conflicts regarding world demand for food supplies. Still the perfect opportunity to transform our health care systems to a strategy of disease prevention and wellness is in the horizon. Using information technology as an enabler, we can encompass a wide range of opportunities that can start at the cellular, molecular and genetics levels and go as far as population health. Initial immunization studies show the level of antibody titers against viral diseases depends on the circadian time of inoculation. The concepts of chronobiology and chrono-therapeutics can be used to generate disease prevention strategies based on these circadian-rhythm dependencies. Just imagine how the public could also be better protected not only against environmental threats, water contamination, food borne diseases through the use of remote sensing data and a worldwide food enterprise architecture, but through alerts that could flow into a person through Wearable Computing, Augmented Reality and the Veillances. Data, Information, Knowledge and Wisdom could flow into an individual alerting him/her that they need to immediately visit their doctor, or stop consuming certain products. Some examples of our current problem environment could change outcomes by using these tools: 1. Getting the right information at the right time ---the steroid injection that they got for pain from laboratory x (in Massachusetts) is contaminated ( Just in the USA, between September 2012 and March 2013 at least 44 people have died and over 700 are contaminated from fungal meningitis according to the CDC) and their life may be at risk; 2. Preventing potential water and or food poisoning --- on February 4(th,), 2013, a report regarding the drinking water in many places within the State of California containing large amounts of Arsenic. Since we eat year round vegetables and fruits, livestock, poultry, etc. from that State, it may require the public to be cautious. As discovery from new research expands our knowledge about our body, its genome, and the cause-effect of new drugs, it also provides an opportunity to bring not only all these types of information to the forefront of the patient regardless where she /he may be at, but enable the transition from a system that has focused on disease to one that will focus on wellness through prevention and hopefully improve the quality of our lives."
w,"We present two experiments to assess the relative impact of different levels of body animation fidelity on plausibility illusion (Psi). The first experiment presents a virtual character that is not controlled by the user (n=13), while the second experiment presents a user-controlled virtual avatar (n=24, all male). Psi concerns how realistic and coherent the events in a virtual environment look and feel and is part of Slater's proposition of two orthogonal components of presence in virtual reality (VR). In the experiments, the face, hands, upper and lower bodies of the character or self-avatar were manipulated to present different degrees of animation fidelity, such as no animation, procedural animation, and motion captured animation. Participants started the experiment experiencing the best animation configuration. Then, animation features were reduced to limit the amount of captured information made available to the system. Participants had to move from this basic animation configuration towards a more complete one, and declare when the avatar animation realism felt equivalent to the initial and most complete configuration, which could happen before all animation features were maxed out. Participants in the self-avatar experiment were also asked to rate how each animation feature affected their sense of control of the virtual body. We found that a virtual body with upper and lower body animated using eight tracked rigid bodies and inverse kinematics (IK) was often perceived as equivalent to a professional capture pipeline relying on 53 markers. Compared to what standard VR kits in the market are offering, i.e., a tracked headset and two hand controllers, we found that foot tracking, followed by mouth animation and finger tracking, were the features that added the most to the sense of control of a self-representing avatar. In addition, these features were often among the first to be improved in both experiments."
w,"As society continues to progress, automobiles have become a common sight in households worldwide. However, the increase in the number of vehicles on the road has led to a series of traffic safety issues. As a result, automotive safety has become one of the most popular research topics worldwide. Among them, Head-Up Display (HUD)systems can be applied to cars, serving as an assistant to driving and improving driving safety. Through the use of a head-up display optical system, drivers can see virtual images that display important driving information and road conditions in the direction of their line of sight, eliminating the need to look down at instrument panel information and navigation information. This reduces driver distraction and improves driving safety. As HUD technology continues to advance and develop, it will gradually integrate with autonomous driving systems, becoming a standard feature in future high-tech vehicles. Nowadays, the technology of automotive HUD on the market is gradually maturing, mainly including Windshield HUD (W-HUD)and Augmented Reality HUD (AR-HUD). However, the current car-mounted HUD can only display virtual images on a single projection distance. When the driver changes the observation due to changes in vehicle speed, the visual focus distance needs to be adjusted to adapt to the HUD projection distance. Long-term and high-frequency adjustments can lead to eye fatigue for the driver. To address this issue, this paper proposes the design of a car-mounted binocular parallax optical system. Based on the current research status, a method of using a single DLP micro-projection machine to separate two images and generate two Projection Generating Units (PGUs) to display binocular virtual images for AR-HUD is proposed. According to the initial architecture of the HUD optical system, which is a coaxial reflection optical system, an off-axis reflection vehicle-mounted parallax display optical system is constructed by using an off-axis rotating reflection mirror. Then, by changing the object distance of the PGUs to the primary reflection mirror, the two free-form reflection mirrors are combined to construct an off-axis reflection binocular parallax vehicle-mounted display optical system, thereby ensuring the projection of two virtual images at different distances. The optical system uses a 5.74 inch DLP micro projector with an eyebox size of 130 mmx50 mm, a far projection field of view of 10 degrees x3 degrees and a near projection field of view of 4 degrees x1 degrees, and a virtual image projection distance of 3.8 m and 7.5 m. Image quality evaluation is analyzed and explained from the aspects of the point cloud diagram, MTF curve diagram, grid distortion, illumination curve diagram, and image simulation. The key to the optical system is tolerance analysis, which helps to determine the allowable limits of different manufacturing and alignment errors. Manufacturing and calibration errors can be reduced to an appropriate level without degrading the image quality of the optical system. If the tolerance requirements are too strict, it may increase the difficulty in processing and arranging the optical components and may also lead to unstable imaging quality during actual use. By designing the tolerance range of the curvature radius of the lens and the windshield usage area, the distance between lenses and the windshield usage area, the X-axis offset lens and the windshield usage area, the Y-axis offset lens and the windshield usage area, the axial rotation of the lens and the windshield usage area, and the axial rotation of the lens and the windshield usage area, the statistical results of the optical transfer function of the system's virtual image plane were obtained using Monte Carlo method with 1 000 randomly selected samples. It can be seen that at a spatial cutoff frequency of 4.42 lp/mm, more than 90% of the MTF of the optical system is greater than 0.63, indicating that the tolerance distribution of the system is reasonable, the tolerance capability is strong, and the design results are ideal. The design result of the dual-path AR-HUD optical system in this paper shows that, through software control, the near projection virtual image plane and the far projection virtual image plane can be displayed simultaneously or in a time-sharing manner, which improves the driver's visual experience."
w,"Sign as the perception of the image and the horizon of its operation - spatiality with the way some of the elements. Proportionality portrayed and perceived as depicting the reality experienced. Sensation and reflection allow highlighted experience in the reflection. The elements of fragmentary lose vision for the vision of a horizontal reliefs. Intuition captures the essence of the veracity of the fact of presence. Each code contains meaningful signs. They can assess the examination, an external analysis for reducing meaningfulness. This phenomenon with images and displaying bear a double burden of code: granted logic and sensibility is not available. Therefore, search perception is achieved through specific patterns of things and circumstances of things. Lokalization and contemporary cultural globalization make space for thinking, perception. This tool is an example of intercultural communication phenomenon of international information space. The value system has become part of the information fields. This particular form of knowledge about the world updated categories of thinking of human consciousness. This contributes to the definition of individual identity, promising future. Market logic requires activity and appreciation, evaluation of screen product. In this case continued debate about the primary and secondary evaluation of some of the facts: art appreciation analysis yields economic expertise rating calculations. Social types of consumers are also heterogeneous: for example, housewives or amateur detective. Screen Art has the ability to perceive reality in terms of space time, date, prospects, etc. This point is the basis of certain knowledge, its real factuality. Screen culture parallel to the development of computer technology, it is synthesizing the core philosophical and psychological techniques in the process. Addiction to virtual means not only the ability to move, and its ability to define independence. This workspace will be located in the commemorative resources. Virtuality of aliveness of the screen production process raises the tone of our understanding of the product. Philosophical thought favors in this regard through expressive means. Challenges and prospects make screen art relevant, surrounded by inquiring turnover. This feeds the moment of screen reflections that offer opportunities for virtual communication and simulation. The value of the products associated with moments of actualization of the virtual. Objectivity of screen text simulated reflection of real life in it, so come up real directions in art. Activity screen product mediocrity characters and symbols is its virtual reality. Form-screen product actually affects the nature of signs and symbols that are involved in the creative process. Missing screen that does not light, is able to negate the image simultaneously losing field iconic forms. The advent of the television signal is technical symbolic united modern. New technologies, new film, new photography, and hence the new value. Information technology, putting people to a new level with no spatial boundaries, is integrating national information space in a single stream. These realities have taught viewers to modell images by electronic means. Simulacrum is a copy of reality that never existed (according to J. Bordiyyarom). Simulacrum does not simulate postmodern trends in culture, the lack of reality precludes comparable acts. Item of televirtuality in the TV shows takes primary role as a substitute for the missing event-reality, that is a simulacrum. This raises the problem of identity. Screen Arts dictates life forms. Pictures with bright colors and mosaic of presentation sometimes become predominant convincing along with the realities of life. It shows televirtuality selfishness. Paul Vyrylo emphasized that the age threshold will be two realities: the actual and the virtual. Today, new technologies aimed at creating a more compelling than actual reality. Current state of the media is injected into a virtual person mode: impact on society has been restructuring methods and forms of influence on society. Create a character-forming simulacra models, which person and society would be filled with symbolic and symbolic reality. Living surrounded by symbols and signs creates a virtual essentially human."
w,"The purpose of the paper is to summarise and present the scientific-methodological and conceptual aspects of business management and organizational development of tourist enterprises of Poltava region in the context of sustainable growth. Methodology. The methodological basis of the research is general scientific research methods: methods of scientific analysis and synthesis, in particular, system-logical analysis of the influence of modern information and innovative technologies on the organizational development of tourism enterprises that allows creating the prerequisites for sustainable development. The rationale for the introduction of a virtual cluster based on the process and system approaches, where the main source of information is the scientific works of foreign and domestic scientists and practitioners. Results. The structural-logical scheme of organizational and economic support of the virtual association of tourist enterprises of the Poltava region is formed. The main participants of the virtual association of tourist enterprises of the Poltava region are singled out. Scientific novelty. The expediency of creating a virtual association of tourist enterprises of the Poltava region as an instrument of organizational development in the context of modern, global trends in the development of the tourist sphere is substantiated. Participants of the virtual association, goals and objectives, principles are singled out. It is determined, which priority tasks of the Poltava region will the virtual association able to solve. Practical implications. It is determined by the possibility of using these research results in the development of regional tourism development programs in the Poltava region and the establishment of projects for the development of tourism enterprises. Conclusions. The choice of such a form as a voluntary tourist virtual association is due to the fact that, as world practice shows, it will help to reduce information gaps between the market of tourist services and modern realities. Virtual association of tourism enterprises should function on the principle of self-financing. The selection of the proposed association as the main link of the information and logistics link of the Poltava region will allow diversifying sources of financing (public organizations, tourism enterprises, regional budget funds). The purpose of the virtual association will be: to increase the level and the capacity of participants of the association by facilitating the exchange of information, experience; accumulation of data on goods and services of tourism enterprises, which are a composite tourist product of the Poltava region as a tourist destination; ensuring the interrelation between the participants of the association at the local, regional, and national levels for the promotion of tourism services, defining the range of activities where the interrelations between the participants of the association are necessary (transportation, organization of excursions, leisure, provision of medical and recreational services, advertising like that). Thus, the introduction of the proposed virtual association of tourist enterprises will ensure the joint coordinated activities of all participants in the tourism services market, other institutions and organizations and public authorities on the basis of the integration approach. At the level of a tourist enterprise, the functioning of the proposed association will solve problems of information and marketing support, which will help to improve the effectiveness of their management. A promising direction of the study is the development of the organizational and economic mechanism of a virtual association of tourist enterprises in the Poltava region."
w,"The core aim of motion-recognition technology is to detect moving targets and extract the target's movement characteristics, classifying these so as to judge the corresponding action category. Moving target detection and tracking form the core of computer vision research topics in military visual guidance, robot visual navigation, industrial product detection, medical diagnosis, traffic monitoring, and virtual reality, and is also very important in terms of practical value and the broad prospects for development in other fields. However, in human behavior recognition algorithms, the background, light, environment, and other factors make identification accuracy difficult to obtain and unstable, with limited application scenarios. Because traditional target detection and tracking is based on monocular vision algorithm robustness, which is poor, this makes it difficult to detect and track moving targets in complex environments. In recent years, with the maturity of target detection and visual range-finding technology, pure static target visual barium distance or the depth of target detection cannot meet the demand of the market. Therefore, we need the efficient collection of deep information in moving target detection systems. Binocular stereo vision technology, as a hot research field in computer vision, can be widely used in the field of sports to achieve target detection and ranging functions. In view of this, this paper adopted a stereoscopic vision for use in target detection and tracking methods. This paper proposes a stereo-matching method based on hierarchical network minimum segmentation, where the method uses three-dimensional images from two layers of the pyramid decomposition by splitting the global optimal search strategy into a minimum at the top of the image to match with the initial parallax at the bottom of the image through regional gray correlation matching. Both reduce the search space of the stereo matching and improve matching accuracy. At the same time, this paper uses the motion of a football shot to prospect this recognition method, which can identify the target area. The Snake contour model method was also utilized to extract the target contour. This method has the following three characteristics: when ambient light changes slowly and suddenly, it can correctly detect moving targets; when the object is lit with cast shadows, the moving target can be detected correctly and is not affected by the shadows. When rigid target motion and deformation occur, it can correctly extract the target contour."
w,"The relevance of the chosen topic is due to the fast-moving process of digitalization of the life activities of society in general, and education in particular. Traditional education is losing its relevance and competitiveness in the modern labor market, which causes the tendency to transform the educational process towards digitalization. The use of information technologies in the educational process (both traditional and modern) makes it possible to provide all participants of the educational process with continuous education in the period of the distance format. Purpose of the article was to analyze the role of information technologies in the preparation of modern graduates of higher education institutions, taking into account the martial law. To achieve the purpose of the article, the following general scientific methods of learning social phenomena and processes are used: logical-historical, structural-functional and comparative; analysis and synthesis; classifications; structural and functional analysis; generalization. The term information technologies was analyzed and it was highlighted that they contribute to the provision of a new level of education (the ability to study from any corner of the world, build an individual student trajectory, facilitate communication between a student and a teacher, etc.). Varieties of information technologies in the educational process and its digitalization as a whole are studied: automated educational systems, intelligent educational systems, interactive programs, multimedia technologies, virtual reality, the Internet. The place of innovation in the educational process and its difference from novelty are highlighted. It is emphasized that the strategic task of the state today is the modernization of higher education of Ukraine at the level of international standards, and the fulfillment of this task becomes possible under the condition of improving pedagogical skills and introducing the latest information technologies into the educational process. Taking into account the close connection between a person's level of education and his professional development, the introduction of information technologies into the educational process is gaining increasingly more relevance. And solving this problem requires, first of all, joint efforts and mobility around the reconstruction of the system of higher education during the period of martial law, and, accordingly, its complete transition to a digital format."
