Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords,Index Keywords,Publisher
Krasonikolakis I.; Vrechopoulos A.; Pouloudi A.,"Krasonikolakis, Ioannis (36809895000); Vrechopoulos, Adam (6506631760); Pouloudi, Athanasia (6602916066)",36809895000; 6506631760; 6602916066,Store selection criteria and sales prediction in virtual worlds,2014,Information and Management,51,6,,641,652,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903614468&doi=10.1016%2fj.im.2014.05.017&partnerID=40&md5=dad7abdd8091ac32dd4adcdea0e7e01c,"Virtual worlds (VWs) have emerged as a new context for gaming, collaboration, social networking but also commercial activity. This paper focuses on the latter, and investigates how consumers behave in this virtual context when selecting stores they visit or buy from. The paper explores store selection criteria in virtual world stores and extends earlier research in both offline and online commercial environments, taking into account the novel IT capabilities that VWs exploit. Theoretical insights drawn from the marketing and information systems literature have been used to guide the design of a survey conducted in the virtual world Second Life. In addition to identifying the factors influencing store selection, the paper investigates how these differ between shoppers and non-shoppers, and identifies the factors that affect the amount of money spent in virtual world shopping environments. The findings suggest that ""Core Store Features"" and ""Security and Privacy"" constitute the most important store selection factors in virtual environments and that sales in VWs are predicted by the frequency of visiting and the time spent within VWs' stores. Building on these findings, the paper discusses theoretical and practical implications and further research perspectives in the context of (3D) online commerce. © 2014 Elsevier B.V.",Store selection criteria; V-Commerce; Virtual reality retailing (VRR); Virtual Worlds (VWs),Interactive computer graphics; IT Capabilities; Online commerce; Second Life; Security and privacy; Selection criteria; V-Commerce; Virtual contexts; Virtual worlds; Virtual reality,Elsevier
Liu S.-H.; Wei J.; Huang T.,"Liu, Shao-Hua (8389128100); Wei, Jun (34772294900); Huang, Tao (56808498100)",8389128100; 34772294900; 56808498100,Dynamic process model based on service cooperation middleware,2004,Ruan Jian Xue Bao/Journal of Software,15,10,,1431,1440,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644274528&partnerID=40&md5=a2378e1b41e4231477b3ae3d636fefde,"Emerging service oriented architecture is increasing the evolution and variation of software resources. Applications that cannot adapt to dynamic environments will decrease their usefulness, particularly to business process management systems that face requirements changed frequently. In response to the realistic requirements, this paper, based on Web services and business process management techniques, propose a model of service cooperation middleware (SCM) for enterprise computing. First, it discusses the conceptual architecture and operation mechanisms of SCM, then formalizes the meta-model of cooperative processes deployed on SCM. By introducing a model transformation function into the formalization, a static process model can be extended to a dynamic one. In virtue of the reflection capability, structural reconstruction and behavioral adaptation of the dynamic processes can be achieved in SCM by introspection and effectuation. In terms of the conceptual model of SCM, a process virtual machine (PVM) is designed as a running container for cooperative processes. Borrowed from the power of MDA mechanism, the model of a business process can be transformed successively from design to run time. The business processes established on SCM can be more flexibly and extensively applied to various open environments, and leverage modern enterprise computing.",Dynamic process; Process virtual machine; Reflection; Service cooperation; Variable structure,Calculations; Computer software; Computer supported cooperative work; Management information systems; Mathematical models; Middleware; Process control; Virtual reality; World Wide Web; Business process management; Dynamic processes; Enterprise computing; Process virtual machines; Reflection capability; Service cooperation; Variable structure; Web services; Marketing,
Råman J.,"Råman, Jari (18038021700)",18038021700,Network effects and software development - Implications for security,2004,Proceedings of the Hawaii International Conference on System Sciences,37,,INSSM01,2897,2906,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12344325575&doi=10.1109%2fhicss.2004.1265443&partnerID=40&md5=2992d2d93c224f15d0058f7f8d55782d,"This survey of literature in software economics tries to find explanations for the vulnerabilities left in commercial software products and the lack of security considerations in software and information systems (IS) that are developed from components. An examination of the information economic environment where market-driven software development occurs, which is characterized by network effects and lock-in, suggests that the schedule and the budget constraints on secure software and IS development are outcomes of rational economic behaviour. The consequences for security of first-to-market competition (e.g. shortening development-cycle, release-oriented development, beta testing) and customer lock-in (e.g. into an insecure product) are considered from an economic point of view.",,Competition; Computer networks; Industrial economics; Marketing; Security of data; Software engineering; Virtual reality; Commercial software products; Information systems; Security features; Information technology,IEEE Computer Society
Kopishynska O.; Utkin Y.; Sliusar I.; Slyusar V.; Protas N.; Barabolia O.,"Kopishynska, Olena (6504519459); Utkin, Yurii (57192832209); Sliusar, Ihor (57220834937); Slyusar, Vadym (7004240035); Protas, Nadiia (57205720247); Barabolia, Olha (57220037845)",6504519459; 57192832209; 57220834937; 7004240035; 57205720247; 57220037845,Professional-oriented training of specialists under implementation of cloud computing information systems in cooperation between universities and IT companies,2020,"IMSCI 2020 - 14th International Multi-Conference on Society, Cybernetics and Informatics, Proceedings",,,,17,22,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096553384&partnerID=40&md5=f85db2d070895453db53103917db282f,"The article reveals an original approach to the organization of professional-oriented training and retraining of specialists in agrarian universities, which is based on the example of creating syllabuses and curriculum design in cooperation with business companies that are developers of information systems (IS). Cloud computing based IS, which were designed to automate the accounting of production and management processes in agrarian enterprises, allow students to attend training and perform a wide range of production tasks. The authors describe the main stages and results of the implementation of different ERP and CRM cloud computing systems in the training programs for bachelor and master courses in management, marketing, agronomy, as well as methods for organizing various forms of training for practicing professionals from agrarian enterprises. © IMSCI 2020.All right reserved.",Augmented reality; Cloud computing; Information systems; Professional-oriented training; Universities and IT companies' cooperation,Information systems; Information use; Business companies; Curriculum designs; IT companies; Management process; Master course; Training program; Cloud computing,"International Institute of Informatics and Systemics, IIIS"
Wu Y.-L.; Chien W.-J.,"Wu, Ya-Ling (57142941700); Chien, Wei-Jeng (57188812846)",57142941700; 57188812846,The effect of mobile Gamification on brand loyalty,2015,"2015 Americas Conference on Information Systems, AMCIS 2015",,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963553382&partnerID=40&md5=7bfe7e76f851f7e8db897c70fbe4a163,"Gamification is defined as using game design elements, characteristic for games, in non-game contexts, and it is a process of using game mechanics to engage users and achieve a specific goal. In order to build effective gamification apps (applications) for effective user performance, the objectives of this project is to develop strategic elements for mobile gaming design in providing innovative services. The purpose of this study is mainly to use the Gamification concept to design a mobile gaming app (application) for contextual marketing, and we were integrate digital game design technologies, such as mobile augmented reality (MAR) and global positioning system (GPS). This study was then look at associated consumer value and brand loyalty created by the users after experiencing the mobile game. Accordingly, we define the eight elements of a mobile gamification design, including coping-escape, fantasy, recreation, social, omnipotence, competition, skill development, and location-based. This research model treats ""location-based"" as a formative second-order construct driven by ubiquitous connectivity and contextual offer. Consumer value is also a formative second-order construct driven by utilitarian value, hedonic value and social value. Brand loyalty is a reflective second-order construct driven by continuance intention and word-of-mouth. This study was conduct a quasi-experimental research to verify our model. It is hoped that service managers can benefit from the insights discovered from this study and implement more effective management strategies for effective performance.",Brand loyalty; Gamification; Mobile service; Quasi-experiment research; Use performance,Augmented reality; Design; Global positioning system; Information systems; Brand loyalty; Gamification; Mobile service; Quasi-experiments; Use performance; Consumer behavior,Americas Conference on Information Systems
Shen B.; Dong C.; Tong X.; Ngai E.W.T.,"Shen, Bin (55206092200); Dong, Ciwei (56612672900); Tong, Xun (57202159891); Ngai, Eric W.T. (7003298974)",55206092200; 56612672900; 57202159891; 7003298974,Emerging technologies in e-commerce operations and supply chain management,2022,Electronic Commerce Research and Applications,55,,101203,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138790261&doi=10.1016%2fj.elerap.2022.101203&partnerID=40&md5=9872c7beaca5c84fc3675a71ace95f8a,"This special issue provides new insights into the applications of emerging technologies in e-commerce operations and supply chain management. This editorial note summarizes the discussion on some important topics in operations and supply chain management from the published articles in this special issue, including the value of blockchain technology adoption on supply chains, the impacts of augmented reality advertising on retailing operations, the effects of using advanced information system to improve business performance, and the use of artificial intelligence (AI) for e-commerce sales and marketing. They all shed new light on e-commerce operations and digitalized supply chain management. © 2022 Elsevier B.V.",Digitalization; E-commerce; Emerging technology; Supply chain management,,Elsevier B.V.
Mahfouz A.Y.; Guo Y.M.,"Mahfouz, Ahmed Y. (55507966000); Guo, Yi Maggie (14832712500)",55507966000; 14832712500,An overview of flow theory in ecommerce,2011,"17th Americas Conference on Information Systems 2011, AMCIS 2011",1,,,805,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870329124&partnerID=40&md5=899ab3c250cae251c88fae8385b14298,"The present study examined flow theory in the literature and especially in ecommerce contexts: computer and online games, virtual environments, online shopping, interface design, marketing, and management. Designing for a positive user experience has become an equally important goal of interface design in addition to usability. Thus, studying user's flow experience is a valuable undertaken, which will provide insights for human computer interaction and guidance to interface design, including online and mobile applications. An exploratory factor analysis was conducted using Webster et al. (1993) instrument, which was administered to 310 subjects, following their experience navigating an apparel commercial web site. Based on the results of the factor analysis, three dimensions of flow emerged: control, attention focus, and cognitive enjoyment. Implications for contributions and future research are discussed.",Ecommerce; Factor analysis; Flow; Interface,Factor analysis; Information systems; Interfaces (materials); Multivariant analysis; Virtual reality; Attention focus; E-commerce context; Exploratory factor analysis; Flow; Flow experience; Flow theories; Interface designs; Mobile applications; On-line games; Online shopping; Three dimensions; User experience; Electronic commerce,
Krasonikolakis I.; Vrechopoulos A.; Dimitriadis S.; Pouloudi N.,"Krasonikolakis, Ioannis (36809895000); Vrechopoulos, Adam (6506631760); Dimitriadis, Sergios (8389286900); Pouloudi, Nancy (6602916066)",36809895000; 6506631760; 8389286900; 6602916066,User perceptions of 3D online store designs: an experimental investigation,2021,Information Systems and e-Business Management,19,4,,1321,1354,33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118669596&doi=10.1007%2fs10257-021-00542-3&partnerID=40&md5=abba37a0b18b4149808d95e8eeff1ecf,"The increasing adoption of three-dimensional (3D) virtual reality technologies in business practices requires an interdisciplinary research approach to study their effect. In this paper we investigate the effects of different 3D online store layouts on user perceptions in the e-retailing context. We build on recent research on store atmosphere that classifies store layouts in 3D environments as “avant-garde”, “warehouse”, “pragmatic”, “boutique” and “department”. Reflecting the dual identity of individuals as both consumers visiting virtual stores and users interacting with graphical user interfaces, we employ key constructs from both the marketing and the information systems literature to build our research model. The study measures how Perceived Usefulness, Perceived Ease of Use, Merchandise Quality Perception and Store Perception vary across the distinct store layouts. We employ a laboratory experiment in the apparel industry to test our model. Our results show that the layouts lead to different perceptions, although the consumers’ Shopping Motivation does not moderate this effect. Building on the differences found on store layout effects on user/consumer behavior in the 3D online context, the paper discusses relevant research and practical implications. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",3D online store design; Electronic retailing; Experimental design; Store perception,,Springer Science and Business Media Deutschland GmbH
Mohan A.T.; Branford O.A.,"Mohan, Anita Tanniru (36961363400); Branford, Olivier Alexandre (23972349600)",36961363400; 23972349600,"iGuide to plastic surgery: iPhone apps, the plastic surgeon, and the health care environment",2012,Aesthetic Surgery Journal,32,5,,653,658,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863430258&doi=10.1177%2f1090820X12448815&partnerID=40&md5=4762d1015370d6881272892d65de6099,"The growth in the adoption of smartphones among clinicians has been phenomenal. The demand for medical applications, or ""apps,"" downloaded by smartphone users has led to the development of practical and educational apps for clinicians, medical students, and patients. In addition to being a valuable resource for the clinician, mobile technologies are revolutionizing the nature and delivery of health care services. This article summarizes the current trends in the smartphone market and explores the medical apps that are currently available. © 2012 The American Society for Aesthetic Plastic Surgery, Inc.",apps; iPhone; mobile; technology,"Cellular Phone; Cosmetic Techniques; Delivery of Health Care; Education, Medical; Humans; Marketing of Health Services; Patient Education as Topic; Practice Management, Medical; Reconstructive Surgical Procedures; Surgery, Plastic; article; clinical practice; computer program; education program; esthetic surgery; food and drug administration; health care access; health care delivery; health service; human; information processing; information technology; Internet; market; marketing; medical education; medical information; medical information system; medical student; mobile phone; plastic surgery; priority journal; resident; surgeon; telemedicine; virtual reality",
Jimenez R.J.P.; Becerril E.M.-D.; Nor R.M.; Smagas K.; Valari E.; Stylianidis E.,"Jimenez, Roberto J. Perez (57193709539); Becerril, Elena Martin-Delgado (57193711795); Nor, Rohaya Mohd (38361963400); Smagas, Konstantinos (38362373800); Valari, Eleni (57191373569); Stylianidis, Efstratios (6505718969)",57193709539; 57193711795; 38361963400; 38362373800; 57191373569; 6505718969,Market potential for a location based and augmented reality system for utilities management,2016,"Proceedings of the 2016 International Conference on Virtual Systems and Multimedia, VSMM 2016",,,7863171,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016079151&doi=10.1109%2fVSMM.2016.7863171&partnerID=40&md5=38807962654132fb908963f3fa940ee6,"LARA project is an innovative combination of different emerging technologies to develop a hand-held and mobile device that integrates state-of-the-art technologies in the domains of mobility, positioning and sensors (Global Navigation Satellite System-GNSS), Augmented Reality (AR) and 3D Geographic Information System (GIS) geo-databases. The vision of the system is to develop a system that simulates an 'X-ray camera' and is able to guide utility field workers to 'see beneath the ground' the buried infrastructures. The system renders, in high accuracy 3D models, all the complexity of the different underground grids (water, gas, sewerage, electricity, etc.) that are stored in the 3D GIS geo-database. The project has a clear intention to commercialize the products and services built therefore a detailed market analysis for the system and the definition of the appropriate business models is required. In order to prepare the commercialization strategy of the final location based and augmented reality assistive system, during the project lifetime, all consortium partners are defining and agreeing the marketing strategy and the collaborative business models that best fit system requirements and needs developed through end user workshops and technical consultations. The project has received funding from the European GNSS Agency (GSA) under the European Union's Horizon 2020 research and innovation program; specifically, grant agreement no. 641460. © 2016 IEEE.",AR; Augmented Reality; Buried Infrastructures; Collaborative Business Model; European GNSS Agency; Geo-database; Geographic Information System; GIS; Global Navigation Satellite System; GNSS; H2020 Co-funded Project; High Accuracy 3D Model; LARA; LBS; Location Based Services; Marketing Strategy; Mobility; Underground Grids; Utilities Management,Argon; Augmented reality; Carrier mobility; Commerce; Communication satellites; Database systems; Geographic information systems; Global positioning system; Information systems; Location; Location based services; Marketing; Mobile devices; Planning; Strategic planning; Telecommunication services; Tracking (position); X ray cameras; 3-d modeling; Buried Infrastructures; Business modeling; European GNSS Agency; Geodatabase; Global Navigation Satellite Systems; GNSS; H2020 Co-funded Project; LARA; Marketing strategy; Underground Grids; Utilities management; Information management,Institute of Electrical and Electronics Engineers Inc.
Thomopoulos S.C.A.; Karafylli C.; Karafylli M.; Motos D.; Lampropoulos V.; Dimitros K.; Margonis C.,"Thomopoulos, Stelios C. A. (56113646500); Karafylli, Christina (57191959217); Karafylli, Maria (57191967873); Motos, Dionysis (56940782300); Lampropoulos, Vassilis (56940709800); Dimitros, Kostantinos (56940869200); Margonis, Christos (56940704900)",56113646500; 57191959217; 57191967873; 56940782300; 56940709800; 56940869200; 56940704900,WayGoo: A platform for geolocating and managing indoor and outdoor spaces,2016,Proceedings of SPIE - The International Society for Optical Engineering,9842,,984218,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995481773&doi=10.1117%2f12.2223399&partnerID=40&md5=be3636b13898b3773820ff3ed7c7f07d,"wayGoo2 is a platform for Geolocating and Managing indoor and outdoor spaces and content with multidimensional indoor and outdoor Navigation and Guidance. Its main components are a Geographic Information System, a back-end server, front-end applications and a web-based Content Management System (CMS). It constitutes a fully integrated 2D/3D space and content management system that creates a repository that consists of a database, content components and administrative data. wayGoo can connect to any third party database and event management data-source. The platform is secure as the data is only available through a Restful web service using https security protocol in conjunction with an API key used for authentication. To enhance users experience, wayGoo makes the content available by extracting components out of the repository and constructing targeted applications. The wayGoo platform supports geo-referencing of indoor and outdoor information and use of metadata. It also allows the use of existing information such as maps and databases. The platform enables planning through integration of content that is connected either spatially, temporally or contextually, and provides immediate access to all spatial data through interfaces and interactive 2D and 3D representations. wayGoo constitutes a mean to document and preserve assets through computerized techniques and provides a system that enhances the protection of your space, people and guests when combined with wayGoo notification and alert system. It constitutes a strong marketing tool providing staff and visitors with an immersive tool for navigation in indoor spaces and allowing users to organize their agenda and to discover events through wayGoo event scheduler and recommendation system. Furthermore, the wayGoo platform can be used in Security applications and event management, e.g. CBRNE incidents, man-made and natural disasters, etc., to document and geolocate information and sensor data (off line and real time) on one end, and offer navigation capabilities in indoor and outdoor spaces. Furthermore, the wayGoo platform can be used for the creation of immersive environments and experiences in conjunction with VR/AR (Virtual and Augmented Reality) technologies. © 2016 SPIE.",,Augmented reality; Disasters; Geographic information systems; HTTP; Indoor positioning systems; Information use; Knowledge engineering; Navigation; Signal processing; Web services; Websites; 3d representations; Content management system; Immersive environment; Outdoor navigation; RESTful Web services; Security application; Security protocols; Virtual and augmented reality; Information management,SPIE
